,Unnamed: 0,AccidentType,AccidentType_en,AccidentSeverityCategory,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_en,AccidentWeekDay_en,AccidentHour
0,0,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2682382,1246980,ZH,261,2011,1,January,Saturday,1.0
1,1,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt433,Minor road,2500845,1117371,GE,6621,2011,1,January,Saturday,1.0
2,2,at00,Other,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2585073,1221306,BE,371,2011,1,January,Saturday,2.0
3,3,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt433,Minor road,2612312,1265690,BS,2701,2011,1,January,Saturday,2.0
4,4,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2713199,1088015,TI,5203,2011,1,January,Saturday,2.0
5,5,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2681199,1247102,ZH,261,2011,1,January,Saturday,2.0
6,6,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2714569,1094876,TI,5205,2011,1,January,Saturday,3.0
7,7,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,True,False,False,rt433,Minor road,2583509,1105080,VS,6037,2011,1,January,Saturday,4.0
8,8,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2721281,1123207,TI,5002,2011,1,January,Saturday,5.0
9,9,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2539139,1171129,VD,5539,2011,1,January,Saturday,6.0
10,10,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2719804,1080249,TI,5254,2011,1,January,Saturday,7.0
11,11,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt430,Motorway,2560023,1142789,VD,5886,2011,1,January,Saturday,10.0
12,12,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2763086,1170646,GR,3542,2011,1,January,Saturday,10.0
13,13,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2745234,1188746,GR,3734,2011,1,January,Saturday,11.0
14,14,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt430,Motorway,2674371,1246306,ZH,242,2011,1,January,Saturday,14.0
15,15,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,True,False,rt433,Minor road,2683238,1246773,ZH,261,2011,1,January,Saturday,15.0
16,16,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2618044,1162349,BE,567,2011,1,January,Saturday,15.0
17,17,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2664064,1213427,LU,1024,2011,1,January,Saturday,15.0
18,18,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2557967,1149240,VD,5892,2011,1,January,Saturday,16.0
19,19,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2664689,1214585,LU,1024,2011,1,January,Saturday,17.0
20,20,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2571739,1105700,VS,6136,2011,1,January,Saturday,18.0
21,21,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2622652,1228919,BE,342,2011,1,January,Saturday,20.0
22,22,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2684424,1251030,ZH,261,2011,1,January,Saturday,20.0
23,23,at0,Accident with skidding or self-accident,as1,Accident with fatalities,False,False,False,rt432,Principal road,2690713,1250095,ZH,191,2011,1,January,Sunday,4.0
24,24,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2710580,1266748,TG,4566,2011,1,January,Sunday,10.0
25,25,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt434,Motorway side installation,2648518,1203382,LU,1002,2011,1,January,Sunday,10.0
26,26,at0,Accident with skidding or self-accident,as1,Accident with fatalities,False,False,False,rt433,Minor road,2574818,1167570,FR,2129,2011,1,January,Sunday,10.0
27,27,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,True,rt432,Principal road,2576259,1184085,FR,2197,2011,1,January,Sunday,12.0
28,28,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt439,Other,2592634,1120730,VS,6265,2011,1,January,Sunday,12.0
29,29,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2683621,1246913,ZH,261,2011,1,January,Sunday,13.0
30,30,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2659288,1223590,LU,1081,2011,1,January,Sunday,14.0
31,31,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2683641,1247658,ZH,261,2011,1,January,Sunday,14.0
32,32,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2497737,1113069,GE,6633,2011,1,January,Sunday,14.0
33,33,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2732441,1242331,SG,3378,2011,1,January,Sunday,15.0
34,34,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2640967,1245128,SO,2572,2011,1,January,Sunday,15.0
35,35,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2554274,1145813,VD,5890,2011,1,January,Sunday,16.0
36,36,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2671113,1246748,AG,4075,2011,1,January,Sunday,16.0
37,37,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2563094,1130791,VD,5415,2011,1,January,Sunday,17.0
38,38,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2658259,1258233,AG,4123,2011,1,January,Sunday,19.0
39,39,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2608219,1227757,SO,2513,2011,1,January,Sunday,19.0
40,40,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2712911,1112583,TI,5397,2011,1,January,Sunday,22.0
41,41,at7,Accident when parking,as3,Accident with light injuries,False,False,False,rt433,Minor road,2633609,1126553,VS,6297,2011,1,January,Monday,0.0
42,42,at5,Accident when crossing the lane(s),as2,Accident with severe injuries,False,False,True,rt433,Minor road,2661238,1244634,AG,4080,2011,1,January,Monday,5.0
43,43,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2570930,1189648,FR,2272,2011,1,January,Monday,6.0
44,44,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2676804,1217501,SZ,1331,2011,1,January,Monday,7.0
45,45,at4,Accident when turning-into main road,as2,Accident with severe injuries,True,False,False,rt432,Principal road,2679024,1249093,ZH,261,2011,1,January,Monday,7.0
46,46,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2660600,1194054,OW,1407,2011,1,January,Monday,7.0
47,47,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt433,Minor road,2681179,1247560,ZH,261,2011,1,January,Monday,8.0
48,48,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2645478,1249715,AG,4001,2011,1,January,Monday,9.0
49,49,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2682529,1248772,ZH,261,2011,1,January,Monday,9.0
50,50,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2688347,1250056,ZH,191,2011,1,January,Monday,10.0
51,51,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt433,Minor road,2720619,1257104,TG,4786,2011,1,January,Monday,10.0
52,52,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2738240,1246020,AR,3007,2011,1,January,Monday,12.0
53,53,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2573899,1213430,BE,723,2011,1,January,Monday,12.0
54,54,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2609861,1268747,BS,2701,2011,1,January,Monday,12.0
55,55,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2663033,1244729,AG,4082,2011,1,January,Monday,13.0
56,56,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt432,Principal road,2605793,1200790,BE,358,2011,1,January,Monday,14.0
57,57,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2538304,1152499,VD,5586,2011,1,January,Monday,14.0
58,58,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2682627,1256617,ZH,97,2011,1,January,Monday,14.0
59,59,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2501316,1118042,GE,6621,2011,1,January,Monday,14.0
60,60,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2675387,1228869,ZG,1702,2011,1,January,Monday,15.0
61,61,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2683870,1252916,ZH,261,2011,1,January,Monday,15.0
62,62,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2533491,1155166,VD,5583,2011,1,January,Monday,15.0
63,63,at2,Accident with rear-end collision,as2,Accident with severe injuries,True,False,False,rt432,Principal road,2537694,1182298,VD,5922,2011,1,January,Monday,16.0
64,64,at1,Accident when overtaking or changing lanes,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2597053,1117099,VS,6089,2011,1,January,Monday,16.0
65,65,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2654674,1251716,AG,4203,2011,1,January,Monday,16.0
66,66,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt431,Expressway,2718609,1080538,TI,5254,2011,1,January,Monday,16.0
67,67,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2578430,1245711,JU,6808,2011,1,January,Monday,17.0
68,68,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2577990,1183312,FR,2196,2011,1,January,Monday,17.0
69,69,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2539415,1152285,VD,5586,2011,1,January,Monday,17.0
70,70,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2700550,1238377,ZH,116,2011,1,January,Monday,18.0
71,71,at2,Accident with rear-end collision,as3,Accident with light injuries,False,True,False,rt433,Minor road,2684310,1246456,ZH,261,2011,1,January,Monday,18.0
72,72,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2688151,1276792,ZH,38,2011,1,January,Monday,18.0
73,73,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2741131,1247245,AR,3002,2011,1,January,Monday,18.0
74,74,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2747131,1255019,SG,3203,2011,1,January,Monday,18.0
75,75,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2608227,1227091,SO,2513,2011,1,January,Monday,18.0
76,76,at00,Other,as3,Accident with light injuries,False,False,False,rt432,Principal road,2678917,1249157,ZH,261,2011,1,January,Monday,20.0
77,77,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt431,Expressway,2623052,1259255,BL,2829,2011,1,January,Monday,20.0
78,78,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2701135,1227927,SZ,1322,2011,1,January,Monday,20.0
79,79,at0,Accident with skidding or self-accident,as1,Accident with fatalities,False,False,False,rt433,Minor road,2506200,1121567,GE,6629,2011,1,January,Tuesday,6.0
80,80,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt430,Motorway,2571839,1167476,FR,2140,2011,1,January,Tuesday,7.0
81,81,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2717073,1096477,TI,5192,2011,1,January,Tuesday,7.0
82,82,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2635064,1124358,VS,6298,2011,1,January,Tuesday,8.0
83,83,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2783423,1187148,GR,3851,2011,1,January,Tuesday,10.0
84,84,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2566783,1250150,JU,6809,2011,1,January,Tuesday,10.0
85,85,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2665942,1256187,AG,4034,2011,1,January,Tuesday,10.0
86,86,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2726539,1269303,TG,4946,2011,1,January,Tuesday,11.0
87,87,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt433,Minor road,2753162,1174613,GR,3668,2011,1,January,Tuesday,12.0
88,88,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt432,Principal road,2570644,1105461,VS,6137,2011,1,January,Tuesday,13.0
89,89,at0,Accident with skidding or self-accident,as1,Accident with fatalities,False,False,False,rt433,Minor road,2572612,1215014,NE,6456,2011,1,January,Tuesday,15.0
90,90,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2767607,1204976,GR,3961,2011,1,January,Tuesday,17.0
91,91,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2685654,1245262,ZH,261,2011,1,January,Tuesday,18.0
92,92,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2571035,1190315,VD,5451,2011,1,January,Tuesday,19.0
93,93,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2593075,1118915,VS,6266,2011,1,January,Tuesday,21.0
94,94,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2495763,1115024,GE,6618,2011,1,January,Tuesday,21.0
95,95,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2556521,1148055,VD,5892,2011,1,January,Tuesday,21.0
96,96,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt430,Motorway,2595433,1120198,VS,6266,2011,1,January,Tuesday,23.0
97,97,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2710011,1261282,TG,4551,2011,1,January,Wednesday,6.0
98,98,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2718078,1273115,TG,4831,2011,1,January,Wednesday,7.0
99,99,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2658938,1220177,LU,1102,2011,1,January,Wednesday,7.0
100,100,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2747806,1244491,AI,3101,2011,1,January,Wednesday,7.0
101,101,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2720753,1258328,SG,3427,2011,1,January,Wednesday,8.0
102,102,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2691433,1236318,ZH,156,2011,1,January,Wednesday,8.0
103,103,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2676197,1223511,ZG,1707,2011,1,January,Wednesday,9.0
104,104,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2664114,1209363,LU,1059,2011,1,January,Wednesday,10.0
105,105,at4,Accident when turning-into main road,as1,Accident with fatalities,False,True,False,rt433,Minor road,2682861,1264018,ZH,53,2011,1,January,Wednesday,11.0
106,106,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2621280,1261865,BL,2825,2011,1,January,Wednesday,11.0
107,107,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2677873,1242309,ZH,3,2011,1,January,Wednesday,11.0
108,108,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2684538,1224688,ZG,1701,2011,1,January,Wednesday,12.0
109,109,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2587936,1147585,BE,843,2011,1,January,Wednesday,12.0
110,110,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2678765,1226753,ZG,1702,2011,1,January,Wednesday,12.0
111,111,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2499080,1119126,GE,6621,2011,1,January,Wednesday,12.0
112,112,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,True,False,False,rt432,Principal road,2661553,1194324,OW,1407,2011,1,January,Wednesday,12.0
113,113,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2570655,1162894,FR,2125,2011,1,January,Wednesday,14.0
114,114,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt433,Minor road,2537870,1158181,VD,5587,2011,1,January,Wednesday,14.0
115,115,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2615137,1226028,SO,2524,2011,1,January,Wednesday,14.0
116,116,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2601427,1204745,BE,361,2011,1,January,Wednesday,14.0
117,117,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2683823,1252844,ZH,261,2011,1,January,Wednesday,15.0
118,118,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2696040,1245269,ZH,198,2011,1,January,Wednesday,15.0
119,119,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2814118,1186043,GR,3762,2011,1,January,Wednesday,15.0
120,120,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2614808,1257894,SO,2473,2011,1,January,Wednesday,16.0
121,121,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2666568,1204516,NW,1507,2011,1,January,Wednesday,16.0
122,122,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2752664,1175195,GR,3668,2011,1,January,Wednesday,16.0
123,123,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2538009,1150973,VD,5586,2011,1,January,Wednesday,17.0
124,124,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2603721,1201584,BE,363,2011,1,January,Wednesday,17.0
125,125,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2636201,1244139,SO,2581,2011,1,January,Wednesday,18.0
126,126,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2575069,1195260,FR,2250,2011,1,January,Wednesday,18.0
127,127,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2663054,1216782,LU,1040,2011,1,January,Wednesday,18.0
128,128,at1,Accident when overtaking or changing lanes,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2609689,1123308,VS,6252,2011,1,January,Wednesday,19.0
129,129,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2633399,1243906,SO,2586,2011,1,January,Wednesday,19.0
130,130,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt433,Minor road,2746009,1254594,SG,3203,2011,1,January,Wednesday,19.0
131,131,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2613872,1265643,BL,2770,2011,1,January,Wednesday,20.0
132,132,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2608950,1268121,BS,2701,2011,1,January,Wednesday,20.0
133,133,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2614448,1178184,BE,942,2011,1,January,Wednesday,23.0
134,134,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2714803,1098781,TI,5194,2011,1,January,Wednesday,23.0
135,135,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2606002,1227091,SO,2513,2011,1,January,Thursday,4.0
136,136,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2609979,1228104,SO,2534,2011,1,January,Thursday,5.0
137,137,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2610191,1228261,SO,2534,2011,1,January,Thursday,5.0
138,138,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2723454,1281162,TG,4646,2011,1,January,Thursday,5.0
139,139,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2611494,1224958,SO,2525,2011,1,January,Thursday,5.0
140,140,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2657980,1259431,AG,4095,2011,1,January,Thursday,5.0
141,141,at8,Accident involving pedestrian(s),as1,Accident with fatalities,True,False,False,rt432,Principal road,2698050,1280435,TG,4536,2011,1,January,Thursday,5.0
142,142,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt431,Expressway,2667940,1255799,AG,4045,2011,1,January,Thursday,6.0
143,143,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt431,Expressway,2667966,1255785,AG,4045,2011,1,January,Thursday,6.0
144,144,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2721700,1281413,TG,4851,2011,1,January,Thursday,6.0
145,145,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2593879,1224495,BE,392,2011,1,January,Thursday,6.0
146,146,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2715433,1101542,TI,5189,2011,1,January,Thursday,6.0
147,147,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2607655,1229448,SO,2601,2011,1,January,Thursday,6.0
148,148,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2694376,1265791,ZH,223,2011,1,January,Thursday,6.0
149,149,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2740079,1268099,TG,4461,2011,1,January,Thursday,7.0
150,150,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2627749,1242963,SO,2401,2011,1,January,Thursday,7.0
151,151,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2596675,1226915,SO,2546,2011,1,January,Thursday,7.0
152,152,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2644786,1266687,AG,4169,2011,1,January,Thursday,8.0
153,153,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2588691,1219009,BE,731,2011,1,January,Thursday,8.0
154,154,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2608855,1228199,SO,2534,2011,1,January,Thursday,9.0
155,155,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2495451,1115061,GE,6607,2011,1,January,Thursday,10.0
156,156,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2725567,1269240,TG,4946,2011,1,January,Thursday,10.0
157,157,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2685090,1251336,ZH,261,2011,1,January,Thursday,11.0
158,158,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2701742,1242522,ZH,121,2011,1,January,Thursday,11.0
159,159,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2619290,1262975,BL,2831,2011,1,January,Thursday,12.0
160,160,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,True,rt432,Principal road,2608300,1266805,BL,2762,2011,1,January,Thursday,12.0
161,161,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2709338,1268457,TG,4566,2011,1,January,Thursday,13.0
162,162,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2672365,1219779,LU,1033,2011,1,January,Thursday,13.0
163,163,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2712178,1270385,TG,4561,2011,1,January,Thursday,14.0
164,164,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2561995,1123038,VS,6153,2011,1,January,Thursday,14.0
165,165,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2518614,1174012,VD,5764,2011,1,January,Thursday,14.0
166,166,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2540659,1160650,VD,5586,2011,1,January,Thursday,16.0
167,167,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2537554,1155827,VD,5587,2011,1,January,Thursday,16.0
168,168,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2540043,1154759,VD,5586,2011,1,January,Thursday,17.0
169,169,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2684168,1252463,ZH,261,2011,1,January,Thursday,17.0
170,170,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2690352,1284231,SH,2939,2011,1,January,Thursday,17.0
171,171,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2566466,1118800,VS,6217,2011,1,January,Thursday,18.0
172,172,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt431,Expressway,2708591,1114983,TI,5131,2011,1,January,Thursday,18.0
173,173,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2589155,1214705,BE,305,2011,1,January,Thursday,19.0
174,174,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2611879,1266618,BS,2701,2011,1,January,Thursday,19.0
175,175,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2696429,1274234,ZH,37,2011,1,January,Thursday,20.0
176,176,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2526833,1171465,VD,5752,2011,1,January,Thursday,23.0
177,177,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2651064,1226198,LU,1099,2011,1,January,Friday,1.0
178,178,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2687892,1247241,ZH,261,2011,1,January,Friday,2.0
179,179,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2561633,1205205,NE,6458,2011,1,January,Friday,6.0
