Geo Point;Geo Shape;Id_Strassentyp/Weg;Strassenname;Strassennetzhierarchie;Strassennetzhierarchien Beschreibung;Gemeinde;Kategorie;Weg
47.558663476691585, 7.575973172258989;"{""coordinates"": [[7.576145203274021, 47.55876751677048], [7.575908760680448, 47.558624525261926], [7.575801145619947, 47.5585594293776]], ""type"": ""LineString""}";4732;Pilgerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.55926608547264, 7.5769695808505455;"{""coordinates"": [[7.577793962844346, 47.559764646870384], [7.57766871048165, 47.559688907232335], [7.576145203274021, 47.55876751677048]], ""type"": ""LineString""}";4733;Pilgerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.57974242188046, 7.67866642607571;"{""coordinates"": [[7.67860566230567, 47.579437412068735], [7.678592161662804, 47.579509056632546], [7.678703892582093, 47.579768599692976], [7.678701263712304, 47.580016947708316], [7.678689158324642, 47.58003247779925], [7.678689185070368, 47.5800325137188], [7.678700928715635, 47.58004878603858]], ""type"": ""LineString""}";4737;Chrischonatalweg;;;Bettingen;;
47.574585278235084, 7.6776121493531395;"{""coordinates"": [[7.677607869321827, 47.57456569396445], [7.677612319971838, 47.574586055553226], [7.677616417891702, 47.574604816987616], [7.677616431383885, 47.574604861928385]], ""type"": ""LineString""}";4739;Chrischonatalweg;;;Riehen;;
47.566788659041826, 7.587859862332817;"{""coordinates"": [[7.588003430677101, 47.56621212709907], [7.587986846715099, 47.56627863879076], [7.587732551084765, 47.56729899387913], [7.587720167138899, 47.56736603076261]], ""type"": ""LineString""}";4740;Bärenfelserstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.563153714328536, 7.567088925233366;"{""coordinates"": [[7.567624683626652, 47.56359455282849], [7.567559502795762, 47.56353210959698], [7.567157753013246, 47.56314720832939], [7.567077225534437, 47.56307347662605], [7.566917537372534, 47.563019114422055], [7.566896289786403, 47.56300774274709], [7.566619134286063, 47.56286229497532], [7.566494207256823, 47.56279673286394]], ""type"": ""LineString""}";4744;Knöringerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.562042882843535, 7.590380721207572;"{""coordinates"": [[7.590833138971307, 47.562433852057715], [7.590763768785638, 47.56242581229732], [7.590478672239286, 47.56234611298512], [7.590352157050629, 47.562199212476756], [7.590195021102988, 47.56213867333574], [7.590147384288079, 47.56211472204161], [7.590194182132517, 47.562049061032276], [7.59018567428596, 47.56193998729897], [7.590232369967781, 47.56179160218751], [7.590369762006943, 47.561562920019576], [7.590502773164853, 47.5615135691405]], ""type"": ""LineString""}";4745;Klingental;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.562555960544714, 7.591124866380254;"{""coordinates"": [[7.590833138971307, 47.562433852057715], [7.590918951176938, 47.56244378595802], [7.59130056890744, 47.56256055581222], [7.591189970581348, 47.56273037605], [7.591153695263674, 47.562786085623316]], ""type"": ""LineString""}";4746;Klingental;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56478403086935, 7.572916163841882;"{""coordinates"": [[7.573094627731515, 47.56490517301515], [7.572737699952248, 47.56466288872355]], ""type"": ""LineString""}";4762;Kannenfeldplatz;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.56601598145521, 7.573014065261939;"{""coordinates"": [[7.573292732166536, 47.56588309062373], [7.573164122702533, 47.565944423144195], [7.572839558337011, 47.566099200799975], [7.572735395772715, 47.56614886686651]], ""type"": ""LineString""}";4769;Kannenfeldplatz;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.56589472951116, 7.57355933550181;"{""coordinates"": [[7.573531924066735, 47.56585232564778], [7.573550479423529, 47.56588057139346], [7.573568583338796, 47.56590895256357], [7.573586249054824, 47.565937451155555]], ""type"": ""LineString""}";4770;Kannenfeldplatz;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.58569463276756, 7.656733190781672;"{""coordinates"": [[7.656339894048447, 47.585535938832074], [7.656362263525057, 47.585544935614465], [7.656748989978736, 47.58570037740379], [7.657023957655852, 47.585812741180874], [7.65712603549088, 47.585854442054874]], ""type"": ""LineString""}";4773;Bückliwegli;;;Riehen;;
47.52872033703232, 7.599459345409611;"{""coordinates"": [[7.6003567063025, 47.52910121507466], [7.600278686923398, 47.52902951670921], [7.600192262637787, 47.528962389820464], [7.600098005785237, 47.52890027429375], [7.599996555063006, 47.528843600928866], [7.599888602083822, 47.52879273749616], [7.59977486498127, 47.52874804273712], [7.599656114778371, 47.52870980337117], [7.599533135660153, 47.528678270126576], [7.599220728963076, 47.52861936910276], [7.598901334282763, 47.5285812885664], [7.598577993266295, 47.52856440202304], [7.598546892782123, 47.52856404001306], [7.598515792809819, 47.52856384887675], [7.59848469337599, 47.528563837607855]], ""type"": ""LineString""}";4775;Seltisbergerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.528624096793855, 7.597692178501164;"{""coordinates"": [[7.59848469337599, 47.528563837607855], [7.598204263726421, 47.528571426265486], [7.597925415921725, 47.52859295250964], [7.597649649864496, 47.52862827939567], [7.59727369772826, 47.52868299792296], [7.597231682850949, 47.528687453129514], [7.597189249031245, 47.52868945357693], [7.59714672822253, 47.52868898981915], [7.597104412541367, 47.528686052464685], [7.597062634074514, 47.52868067703731], [7.597021685071461, 47.52867289911544], [7.596981871113504, 47.52866277224744], [7.59694348458225, 47.52865037698131], [7.59690680457953, 47.52863579388364]], ""type"": ""LineString""}";4776;Seltisbergerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.55766104856284, 7.597856263737063;"{""coordinates"": [[7.597448032620383, 47.55716117793815], [7.597609649986721, 47.557359080511695], [7.598233968360079, 47.55812353971336], [7.5982645589404, 47.558160866761966]], ""type"": ""LineString""}";4779;Theodorsgraben;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54689685931581, 7.588991327163245;"{""coordinates"": [[7.589717634751574, 47.54775366238061], [7.588279001991652, 47.54605656035143], [7.588265538534291, 47.54603968734253], [7.588265511866904, 47.54603965140169]], ""type"": ""LineString""}";4783;Bahnhof-Passerelle;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.545735430007596, 7.588007968438561;"{""coordinates"": [[7.588265511866904, 47.54603965140169], [7.587750425010216, 47.54543120861351]], ""type"": ""LineString""}";4784;Bahnhof-Passerelle;;;Basel;Wege;Gasse/Treppe/sonst. Weg
