,Unnamed: 0,AccidentType,AccidentType_en,AccidentSeverityCategory,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_en,AccidentWeekDay_en,AccidentHour
53669,53669,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2719115,1130708,TI,5287,2013,12,December,Saturday,21.0
50754,50754,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2746174,1265787,TG,4411,2013,10,October,Friday,8.0
67568,67568,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2633324,1168738,BE,594,2014,9,September,Saturday,10.0
21434,21434,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2573348,1177767,FR,2233,2012,3,March,Tuesday,11.0
114452,114452,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2619330,1263801,BL,2831,2017,6,June,Friday,12.0
66034,66034,at2,Accident with rear-end collision,as3,Accident with light injuries,False,True,False,rt433,Minor road,2666139,1211469,LU,1061,2014,8,August,Monday,19.0
84813,84813,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2715680,1099587,TI,5162,2015,9,September,Thursday,7.0
185030,185030,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2692035,1282174,ZH,27,2021,6,June,Tuesday,14.0
152540,152540,at00,Other,as3,Accident with light injuries,False,False,False,rt432,Principal road,2697074,1245563,ZH,198,2019,7,July,Wednesday,12.0
143929,143929,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2566496,1181728,FR,2237,2019,1,January,Saturday,2.0
72732,72732,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2723248,1217384,GL,1630,2015,1,January,Monday,8.0
98262,98262,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2554731,1120843,VS,6156,2016,6,June,Thursday,17.0
110445,110445,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,True,rt433,Minor road,2497015,1119001,GE,6643,2017,3,March,Wednesday,5.0
18732,18732,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2683615,1239877,ZH,139,2011,12,December,Thursday,20.0
109935,109935,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2563683,1125257,VD,5409,2017,3,March,Friday,15.0
182920,182920,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2704736,1242264,ZH,121,2021,5,May,Sunday,16.0
63009,63009,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2600088,1146099,BE,792,2014,6,June,Wednesday,16.0
57628,57628,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt439,Other,2600137,1199734,BE,351,2014,3,March,Tuesday,21.0
77383,77383,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2617149,1171162,BE,768,2015,5,May,Monday,12.0
167674,167674,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2648242,1212435,LU,1107,2020,6,June,Friday,9.0
170165,170165,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt433,Minor road,2683282,1248102,ZH,261,2020,7,July,Monday,19.0
199996,199996,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2680682,1247073,ZH,261,2022,4,April,Saturday,10.0
139833,139833,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2659332,1256923,AG,4123,2018,10,October,Thursday,12.0
15590,15590,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2696620,1263188,ZH,230,2011,10,October,Saturday,14.0
106456,106456,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2663051,1245529,AG,4082,2016,11,November,Wednesday,7.0
144506,144506,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2638902,1265775,AG,4260,2019,1,January,Monday,16.0
135119,135119,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2684453,1245295,ZH,261,2018,7,July,Wednesday,17.0
101347,101347,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt432,Principal road,2608161,1193923,BE,623,2016,8,August,Thursday,0.0
52964,52964,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2704824,1113901,TI,5113,2013,11,November,Friday,15.0
27259,27259,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2673685,1249692,ZH,250,2012,6,June,Monday,12.0
36502,36502,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2506796,1138065,VD,5724,2012,12,December,Wednesday,6.0
65247,65247,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,False,False,rt439,Other,2613382,1264337,BL,2769,2014,8,August,Sunday,18.0
193538,193538,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2506873,1137452,VD,5724,2021,11,November,Tuesday,19.0
131463,131463,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2496537,1118087,GE,6643,2018,5,May,Wednesday,16.0
150159,150159,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2556721,1211262,NE,6487,2019,6,June,Tuesday,20.0
213418,213418,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2624366,1250723,BL,2891,2022,12,December,Monday,9.0
53498,53498,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt439,Other,2704396,1231394,SG,3340,2013,12,December,Wednesday,10.0
133274,133274,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt439,Other,2707102,1234754,ZH,118,2018,6,June,Wednesday,8.0
105376,105376,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,True,rt432,Principal road,2538510,1152701,VD,5586,2016,11,November,Saturday,17.0
117089,117089,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2608191,1193701,BE,623,2017,7,July,Thursday,6.0
37681,37681,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2620738,1235052,BE,981,2013,1,January,Thursday,2.0
12233,12233,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2636141,1246073,SO,2581,2011,8,August,Saturday,16.0
146322,146322,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2639100,1232781,LU,1140,2019,3,March,Saturday,1.0
124416,124416,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2565882,1184673,FR,2029,2017,12,December,Sunday,12.0
195362,195362,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2610233,1233192,SO,2554,2021,12,December,Monday,15.0
141229,141229,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2683607,1251471,ZH,261,2018,11,November,Wednesday,17.0
203265,203265,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2629521,1169941,BE,593,2022,6,June,Tuesday,18.0
113553,113553,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2502182,1115716,GE,6612,2017,5,May,Thursday,7.0
152351,152351,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2618465,1206774,BE,955,2019,7,July,Sunday,12.0
22400,22400,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2496753,1116435,GE,6631,2012,3,March,Tuesday,16.0
199544,199544,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2709740,1268208,TG,4566,2022,4,April,Wednesday,15.0
77069,77069,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2721876,1078778,TI,5242,2015,4,April,Sunday,22.0
208116,208116,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2683364,1250662,ZH,261,2022,9,September,Thursday,8.0
41376,41376,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2673241,1252703,ZH,244,2013,4,April,Thursday,8.0
7612,7612,at8,Accident involving pedestrian(s),as1,Accident with fatalities,True,False,False,rt433,Minor road,2664462,1265440,AG,4305,2011,6,June,Monday,14.0
67854,67854,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2657753,1254744,AG,4104,2014,9,September,Thursday,19.0
85724,85724,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt431,Expressway,2625753,1166803,BE,585,2015,9,September,Saturday,15.0
179558,179558,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2717590,1096912,TI,5192,2021,2,February,Wednesday,18.0
80441,80441,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2709749,1259121,TG,4551,2015,6,June,Friday,18.0
59442,59442,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2622186,1181990,BE,935,2014,4,April,Friday,8.0
208240,208240,at9,Accident involving animal(s),as3,Accident with light injuries,False,True,False,rt439,Other,2681693,1245138,ZH,261,2022,9,September,Friday,17.0
124176,124176,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,True,False,rt433,Minor road,2724943,1240258,SG,3379,2017,11,November,Tuesday,15.0
185191,185191,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2682252,1247830,ZH,261,2021,6,June,Thursday,18.0
157213,157213,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2730519,1278905,TG,4671,2019,10,October,Tuesday,11.0
159007,159007,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2765565,1254035,SG,3231,2019,11,November,Wednesday,12.0
128398,128398,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2615947,1178185,BE,942,2018,3,March,Thursday,19.0
138862,138862,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2586385,1220728,BE,371,2018,9,September,Saturday,23.0
180700,180700,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2662997,1243023,AG,4082,2021,3,March,Saturday,11.0
46461,46461,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2712042,1153747,TI,5049,2013,7,July,Thursday,13.0
118578,118578,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2685564,1251581,ZH,261,2017,8,August,Sunday,19.0
52007,52007,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2737604,1140402,GR,3822,2013,11,November,Sunday,11.0
8619,8619,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2681962,1247925,ZH,261,2011,6,June,Friday,8.0
144536,144536,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2683720,1248272,ZH,261,2019,1,January,Tuesday,10.0
2783,2783,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2663493,1269477,AG,4320,2011,3,March,Wednesday,7.0
202402,202402,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt433,Minor road,2613330,1267231,BS,2701,2022,6,June,Wednesday,13.0
160088,160088,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2663204,1244663,AG,4082,2019,11,November,Friday,20.0
45790,45790,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2560670,1205829,NE,6458,2013,7,July,Saturday,13.0
22901,22901,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt433,Minor road,2586227,1221314,BE,371,2012,4,April,Thursday,8.0
213336,213336,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,True,False,rt432,Principal road,2602910,1201278,BE,351,2022,12,December,Friday,19.0
78331,78331,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2717030,1096981,TI,5196,2015,5,May,Saturday,3.0
153019,153019,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2611976,1269524,BS,2701,2019,7,July,Friday,10.0
116199,116199,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2577970,1186210,FR,2198,2017,6,June,Tuesday,19.0
46525,46525,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,True,rt433,Minor road,2609205,1242807,BE,708,2013,7,July,Friday,12.0
102981,102981,at0,Accident with skidding or self-accident,as1,Accident with fatalities,False,False,False,rt433,Minor road,2575275,1185233,FR,2175,2016,9,September,Sunday,0.0
4047,4047,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2696296,1238149,ZH,192,2011,4,April,Friday,7.0
12411,12411,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2687018,1263626,ZH,56,2011,8,August,Tuesday,16.0
106893,106893,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2747262,1255440,SG,3203,2016,12,December,Friday,10.0
198859,198859,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt433,Minor road,2682140,1247713,ZH,261,2022,3,March,Tuesday,9.0
17476,17476,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2747535,1255732,SG,3203,2011,11,November,Wednesday,18.0
177767,177767,at5,Accident when crossing the lane(s),as2,Accident with severe injuries,False,True,False,rt432,Principal road,2707698,1227279,SZ,1344,2020,12,December,Tuesday,16.0
35699,35699,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt433,Minor road,2553853,1145891,VD,5890,2012,11,November,Monday,17.0
172594,172594,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2528065,1151987,VD,5642,2020,8,August,Saturday,19.0
33497,33497,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,True,True,rt433,Minor road,2500359,1119502,GE,6621,2012,10,October,Thursday,11.0
153504,153504,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2498006,1121313,GE,6623,2019,7,July,Saturday,18.0
23739,23739,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2742784,1252624,SG,3203,2012,4,April,Thursday,17.0
80460,80460,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2683005,1252084,ZH,261,2015,6,June,Saturday,1.0
130256,130256,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2495335,1115642,GE,6607,2018,4,April,Sunday,5.0
178592,178592,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2627639,1241257,SO,2401,2021,1,January,Wednesday,20.0
177481,177481,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2747882,1255131,SG,3203,2020,12,December,Monday,10.0
62313,62313,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt433,Minor road,2703452,1242463,ZH,121,2014,6,June,Monday,8.0
128592,128592,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2685369,1211812,SZ,1362,2018,3,March,Tuesday,16.0
179170,179170,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2610283,1265842,BL,2765,2021,2,February,Tuesday,13.0
53773,53773,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2567109,1118770,VD,5406,2013,12,December,Tuesday,12.0
181453,181453,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2703647,1112258,TI,5091,2021,4,April,Tuesday,16.0
109888,109888,at7,Accident when parking,as3,Accident with light injuries,False,False,False,rt433,Minor road,2684192,1245975,ZH,261,2017,3,March,Thursday,9.0
31641,31641,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2719767,1116047,TI,5002,2012,9,September,Saturday,13.0
57,57,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2538304,1152499,VD,5586,2011,1,January,Monday,14.0
126696,126696,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2497040,1145665,VD,5727,2018,2,February,Friday,9.0
67450,67450,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt432,Principal road,2585859,1221519,BE,371,2014,9,September,Thursday,23.0
115466,115466,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2739470,1156534,GR,3714,2017,6,June,Sunday,11.0
35585,35585,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2609518,1190937,BE,616,2012,11,November,Saturday,9.0
111133,111133,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2671584,1255213,ZH,87,2017,3,March,Wednesday,21.0
87942,87942,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2724704,1240654,SG,3379,2015,11,November,Wednesday,16.0
44347,44347,at6,Accident with head-on collision,as2,Accident with severe injuries,False,True,True,rt432,Principal road,2594359,1223992,BE,390,2013,6,June,Wednesday,16.0
207898,207898,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt433,Minor road,2605878,1161744,BE,762,2022,8,August,Sunday,18.0
50446,50446,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,True,False,rt432,Principal road,2683719,1250898,ZH,261,2013,10,October,Thursday,17.0
91726,91726,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2517639,1146865,VD,5860,2016,2,February,Thursday,8.0
22625,22625,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt433,Minor road,2686424,1250481,ZH,261,2012,3,March,Saturday,7.0
176423,176423,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2579786,1110328,VS,6141,2020,11,November,Wednesday,13.0
190610,190610,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2574899,1202169,FR,2284,2021,9,September,Saturday,13.0
71904,71904,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2496376,1119505,GE,6643,2014,12,December,Wednesday,15.0
100237,100237,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2682787,1244755,ZH,261,2016,8,August,Saturday,12.0
28634,28634,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,True,rt433,Minor road,2758532,1250919,SG,3251,2012,7,July,Wednesday,17.0
104398,104398,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2631777,1247051,SO,2500,2016,10,October,Sunday,17.0
178332,178332,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2658682,1255174,AG,4104,2021,1,January,Wednesday,16.0
129670,129670,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2601578,1205122,BE,361,2018,4,April,Thursday,20.0
61018,61018,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2743903,1219921,SG,3298,2014,5,May,Saturday,18.0
199827,199827,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2608096,1220149,BE,552,2022,4,April,Tuesday,17.0
168176,168176,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2612544,1257553,BL,2785,2020,6,June,Sunday,3.0
34958,34958,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2721433,1253954,SG,3392,2012,11,November,Friday,7.0
156093,156093,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2761002,1204411,GR,3954,2019,9,September,Friday,6.0
11924,11924,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2634356,1224189,LU,1131,2011,8,August,Tuesday,12.0
145340,145340,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2532210,1160429,VD,5501,2019,2,February,Monday,20.0
137584,137584,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2625963,1205225,BE,958,2018,9,September,Monday,12.0
59959,59959,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2638574,1240977,SO,2585,2014,5,May,Monday,21.0
152297,152297,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2740756,1252319,SG,3203,2019,7,July,Saturday,13.0
146877,146877,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2614193,1212062,BE,404,2019,3,March,Thursday,14.0
105638,105638,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2607514,1127522,VS,6254,2016,11,November,Friday,7.0
143551,143551,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2553899,1217194,NE,6421,2018,12,December,Monday,15.0
45172,45172,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2633593,1166006,BE,594,2013,7,July,Thursday,6.0
104649,104649,at1,Accident when overtaking or changing lanes,as2,Accident with severe injuries,False,False,False,rt431,Expressway,2689976,1199835,UR,1217,2016,10,October,Friday,19.0
75823,75823,at0,Accident with skidding or self-accident,as3,Accident with light injuries,True,False,False,rt433,Minor road,2500015,1115743,GE,6608,2015,4,April,Wednesday,15.0
205690,205690,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt439,Other,2707448,1231952,SG,3340,2022,7,July,Wednesday,12.0
4913,4913,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt439,Other,2691151,1236853,ZH,156,2011,4,April,Friday,12.0
84296,84296,at7,Accident when parking,as3,Accident with light injuries,True,False,False,rt439,Other,2666259,1207243,LU,1058,2015,8,August,Monday,20.0
168081,168081,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2501218,1116182,GE,6621,2020,6,June,Friday,17.0
137621,137621,at9,Accident involving animal(s),as3,Accident with light injuries,False,True,False,rt433,Minor road,2689033,1255736,ZH,52,2018,9,September,Tuesday,6.0
54165,54165,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2571320,1255002,JU,6783,2013,12,December,Tuesday,18.0
167384,167384,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2665030,1213429,LU,1054,2020,6,June,Thursday,22.0
166096,166096,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2682138,1267049,ZH,53,2020,5,May,Thursday,16.0
70436,70436,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2647878,1250046,AG,4001,2014,11,November,Friday,16.0
37387,37387,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2588047,1187071,FR,2306,2013,1,January,Thursday,7.0
195409,195409,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2683913,1241736,ZH,135,2021,12,December,Tuesday,18.0
69949,69949,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2613471,1268292,BS,2701,2014,11,November,Wednesday,8.0
9483,9483,at1,Accident when overtaking or changing lanes,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2715530,1093287,TI,5192,2011,7,July,Thursday,0.0
182521,182521,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2660550,1259720,AG,4029,2021,4,April,Friday,15.0
176293,176293,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2723024,1079881,TI,5269,2020,11,November,Sunday,10.0
52962,52962,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2682378,1247980,ZH,261,2013,11,November,Friday,14.0
53273,53273,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2535099,1180900,VD,5904,2013,11,November,Friday,9.0
188259,188259,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2650822,1248230,AG,4200,2021,8,August,Friday,11.0
185412,185412,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2537592,1151919,VD,5586,2021,6,June,Sunday,19.0
41232,41232,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2692523,1209063,SZ,1372,2013,4,April,Monday,16.0
40626,40626,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2715813,1096864,TI,5192,2013,4,April,Tuesday,6.0
139608,139608,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2498649,1121054,GE,6623,2018,10,October,Saturday,14.0
74443,74443,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2747743,1257998,SG,3204,2015,2,February,Saturday,3.0
31662,31662,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt432,Principal road,2680034,1246929,ZH,261,2012,9,September,Saturday,15.0
163688,163688,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2681923,1227816,ZG,1701,2020,3,March,Tuesday,11.0
169966,169966,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2671487,1219091,LU,1065,2020,7,July,Friday,18.0
114119,114119,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2717894,1134068,TI,5281,2017,5,May,Saturday,19.0
159870,159870,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2588403,1221238,BE,744,2019,11,November,Tuesday,10.0
19531,19531,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt433,Minor road,2682548,1250007,ZH,261,2012,1,January,Monday,11.0
151204,151204,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,True,False,rt433,Minor road,2731838,1252724,SG,3402,2019,6,June,Friday,11.0
44430,44430,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2553417,1166194,FR,2102,2013,6,June,Friday,3.0
170474,170474,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2500689,1118867,GE,6621,2020,7,July,Sunday,10.0
83639,83639,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,False,False,rt439,Other,2630783,1170881,BE,593,2015,8,August,Saturday,10.0
96586,96586,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2680285,1249579,ZH,261,2016,6,June,Wednesday,16.0
21163,21163,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2717094,1078968,TI,5266,2012,2,February,Monday,19.0
