,Unnamed: 0,AccidentType,AccidentType_en,AccidentSeverityCategory,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_en,AccidentWeekDay_en,AccidentHour
112036,112036,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt432,Principal road,2648420,1209073,LU,1002,2017,4,April,Saturday,12.0
25345,25345,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2750429,1264712,TG,4401,2012,5,May,Saturday,1.0
189460,189460,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2598045,1119496,VS,6090,2021,9,September,Thursday,13.0
156942,156942,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2705237,1114486,TI,5120,2019,9,September,Thursday,11.0
202789,202789,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2601637,1199714,BE,351,2022,6,June,Tuesday,17.0
181627,181627,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2679370,1201709,NW,1501,2021,4,April,Saturday,17.0
20462,20462,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2718382,1231881,SG,3339,2012,2,February,Wednesday,20.0
185951,185951,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2671718,1212041,LU,1063,2021,6,June,Wednesday,6.0
72599,72599,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2712235,1093444,TI,5193,2015,1,January,Wednesday,14.0
129016,129016,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2648070,1248780,AG,4003,2018,4,April,Saturday,15.0
103559,103559,at6,Accident with head-on collision,as3,Accident with light injuries,False,True,False,rt439,Other,2675855,1256059,ZH,96,2016,9,September,Wednesday,19.0
199055,199055,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2755661,1259631,SG,3216,2022,4,April,Friday,19.0
187676,187676,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2504760,1136951,VD,5701,2021,8,August,Sunday,2.0
4075,4075,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2735831,1261839,TG,4471,2011,4,April,Friday,14.0
15217,15217,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2740544,1252443,SG,3203,2011,10,October,Friday,19.0
86041,86041,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2612477,1267585,BS,2701,2015,10,October,Friday,20.0
37737,37737,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2532311,1159072,VD,5489,2013,1,January,Friday,9.0
205062,205062,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2683332,1250412,ZH,261,2022,7,July,Sunday,1.0
22419,22419,at6,Accident with head-on collision,as3,Accident with light injuries,False,True,False,rt433,Minor road,2536919,1182615,VD,5922,2012,3,March,Tuesday,19.0
42745,42745,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2659138,1251962,AG,4193,2013,5,May,Friday,14.0
205980,205980,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,False,True,False,rt433,Minor road,2678896,1249715,ZH,261,2022,7,July,Monday,20.0
27761,27761,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2663652,1213397,LU,1061,2012,7,July,Monday,17.0
91207,91207,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2605196,1207854,BE,551,2016,1,January,Thursday,16.0
53783,53783,at00,Other,as1,Accident with fatalities,False,False,False,rt430,Motorway,2566449,1119997,VD,5402,2013,12,December,Tuesday,15.0
13660,13660,at1,Accident when overtaking or changing lanes,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2577524,1184353,FR,2196,2011,9,September,Monday,10.0
37364,37364,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2606376,1126284,VS,6248,2013,1,January,Wednesday,14.0
46300,46300,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2717597,1196594,GL,1631,2013,7,July,Monday,11.0
63403,63403,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt433,Minor road,2613385,1185770,BE,610,2014,7,July,Wednesday,18.0
128784,128784,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt430,Motorway,2723422,1221074,GL,1630,2018,4,April,Monday,12.0
1797,1797,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,True,False,rt432,Principal road,2611867,1184302,BE,622,2011,2,February,Wednesday,19.0
209433,209433,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2604926,1207722,BE,551,2022,9,September,Thursday,16.0
155776,155776,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2685921,1196161,UR,1211,2019,9,September,Friday,19.0
96011,96011,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,True,False,rt439,Other,2747295,1256158,SG,3203,2016,5,May,Sunday,18.0
22728,22728,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2570686,1193475,VD,5451,2012,4,April,Sunday,18.0
169063,169063,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2692188,1267719,ZH,223,2020,7,July,Friday,17.0
4614,4614,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2664141,1256237,AG,4021,2011,4,April,Sunday,14.0
48073,48073,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2716845,1274228,TG,4831,2013,8,August,Friday,5.0
148844,148844,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2686178,1251648,ZH,69,2019,5,May,Sunday,17.0
163322,163322,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2691199,1248946,ZH,191,2020,2,February,Saturday,19.0
155631,155631,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2677673,1176438,UR,1220,2019,9,September,Wednesday,14.0
110936,110936,at7,Accident when parking,as3,Accident with light injuries,False,True,False,rt432,Principal road,2570882,1163139,FR,2125,2017,3,March,Sunday,12.0
159990,159990,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2673442,1251189,ZH,251,2019,11,November,Thursday,13.0
54895,54895,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2611895,1267695,BS,2701,2014,1,January,Thursday,18.0
169569,169569,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2716798,1111750,TI,5003,2020,7,July,Friday,18.0
177710,177710,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2713135,1227336,SZ,1347,2020,12,December,Monday,8.0
93891,93891,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2560828,1142310,VD,5886,2016,4,April,Saturday,1.0
24515,24515,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2515134,1145205,VD,5861,2012,5,May,Friday,9.0
206159,206159,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2634523,1172203,BE,590,2022,7,July,Friday,15.0
213334,213334,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt430,Motorway,2614011,1265565,BL,2770,2022,12,December,Friday,19.0
124335,124335,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2603386,1202503,BE,362,2017,12,December,Friday,5.0
65072,65072,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt433,Minor road,2681566,1247715,ZH,261,2014,8,August,Thursday,14.0
35107,35107,at7,Accident when parking,as3,Accident with light injuries,False,True,False,rt433,Minor road,2499827,1118400,GE,6621,2012,11,November,Monday,16.0
142846,142846,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2608838,1260949,BL,2775,2018,12,December,Tuesday,11.0
54131,54131,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2646827,1245010,AG,4010,2013,12,December,Tuesday,8.0
18614,18614,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt433,Minor road,2700954,1265088,ZH,298,2011,12,December,Tuesday,15.0
130584,130584,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2683649,1246923,ZH,261,2018,5,May,Saturday,23.0
209392,209392,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2603620,1194422,BE,861,2022,9,September,Thursday,6.0
41830,41830,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2553213,1215569,NE,6421,2013,5,May,Sunday,9.0
143785,143785,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2611238,1199870,BE,359,2019,1,January,Wednesday,7.0
13322,13322,at00,Other,as3,Accident with light injuries,True,False,False,rt433,Minor road,2683386,1251814,ZH,261,2011,9,September,Tuesday,16.0
172390,172390,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2607977,1258925,BL,2768,2020,8,August,Wednesday,17.0
132207,132207,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2637566,1238689,AG,4280,2018,6,June,Sunday,18.0
140683,140683,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt433,Minor road,2504675,1122055,GE,6616,2018,10,October,Saturday,8.0
88542,88542,at00,Other,as3,Accident with light injuries,False,False,False,rt432,Principal road,2572666,1161146,FR,2135,2015,11,November,Monday,14.0
63414,63414,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2608739,1224744,SO,2513,2014,7,July,Thursday,0.0
116204,116204,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2558285,1143373,VD,5886,2017,6,June,Tuesday,21.0
100935,100935,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2692485,1209378,SZ,1372,2016,8,August,Thursday,19.0
74513,74513,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2577901,1250518,JU,6782,2015,3,March,Monday,12.0
209342,209342,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2658724,1260221,AG,4095,2022,9,September,Wednesday,11.0
5049,5049,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2681298,1264265,ZH,59,2011,4,April,Monday,15.0
116716,116716,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2683870,1252917,ZH,261,2017,7,July,Thursday,16.0
206337,206337,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt433,Minor road,2717865,1096400,TI,5192,2022,8,August,Tuesday,10.0
190325,190325,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2610468,1188756,BE,632,2021,9,September,Tuesday,14.0
68973,68973,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2497863,1119679,GE,6643,2014,10,October,Friday,13.0
61318,61318,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2504602,1116468,GE,6640,2014,5,May,Friday,18.0
71972,71972,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,True,False,rt432,Principal road,2599806,1198384,BE,351,2014,12,December,Thursday,8.0
106429,106429,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2665690,1211265,LU,1061,2016,11,November,Tuesday,15.0
13994,13994,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2704491,1231569,SG,3340,2011,9,September,Saturday,13.0
18943,18943,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2749684,1186348,GR,3721,2011,12,December,Friday,11.0
199324,199324,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2710587,1269097,TG,4566,2022,4,April,Friday,17.0
184452,184452,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2621762,1260543,BL,2829,2021,6,June,Monday,16.0
202950,202950,at1,Accident when overtaking or changing lanes,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2602778,1126629,VS,6253,2022,6,June,Friday,10.0
74997,74997,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2513024,1145716,VD,5857,2015,3,March,Thursday,19.0
10591,10591,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2731966,1252955,SG,3402,2011,7,July,Saturday,8.0
54889,54889,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2609209,1254614,BL,2789,2014,1,January,Thursday,17.0
191106,191106,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2587808,1247493,JU,6712,2021,9,September,Sunday,1.0
101154,101154,at00,Other,as3,Accident with light injuries,False,True,False,rt432,Principal road,2561409,1187620,VD,5822,2016,8,August,Monday,19.0
119041,119041,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2662830,1209769,LU,1059,2017,8,August,Tuesday,8.0
79145,79145,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2688899,1231394,ZH,295,2015,6,June,Friday,13.0
487,487,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2691821,1286248,SH,2939,2011,1,January,Friday,18.0
202173,202173,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2664489,1244376,AG,4082,2022,5,May,Saturday,11.0
147514,147514,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt433,Minor road,2684858,1239679,ZH,139,2019,4,April,Wednesday,9.0
192822,192822,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2681523,1252047,ZH,261,2021,10,October,Wednesday,6.0
93325,93325,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2661383,1265022,AG,4047,2016,3,March,Thursday,20.0
160448,160448,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2562346,1122094,VS,6153,2019,12,December,Monday,7.0
185384,185384,at6,Accident with head-on collision,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2731145,1278828,TG,4671,2021,6,June,Sunday,12.0
142087,142087,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2585145,1218660,BE,745,2018,11,November,Monday,7.0
116124,116124,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2577486,1185840,FR,2198,2017,6,June,Monday,17.0
42585,42585,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2659482,1272947,AG,4310,2013,5,May,Monday,22.0
21445,21445,at7,Accident when parking,as3,Accident with light injuries,False,True,False,rt432,Principal road,2584954,1219442,BE,743,2012,3,March,Tuesday,15.0
61493,61493,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2642939,1218990,LU,1151,2014,6,June,Tuesday,15.0
27585,27585,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2617144,1225521,SO,2511,2012,6,June,Saturday,1.0
134466,134466,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2524562,1152256,VD,5631,2018,7,July,Saturday,13.0
56577,56577,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2674433,1251319,ZH,251,2014,2,February,Saturday,13.0
57124,57124,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2611674,1270046,BS,2701,2014,3,March,Saturday,13.0
42266,42266,at2,Accident with rear-end collision,as3,Accident with light injuries,False,True,False,rt433,Minor road,2683304,1248068,ZH,261,2013,5,May,Tuesday,14.0
25636,25636,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2601776,1205532,BE,546,2012,5,May,Wednesday,8.0
148305,148305,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2597885,1202521,BE,354,2019,4,April,Monday,16.0
212643,212643,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,True,rt432,Principal road,2696979,1262619,ZH,230,2022,11,November,Thursday,9.0
50584,50584,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2716846,1083931,TI,5254,2013,10,October,Sunday,11.0
76954,76954,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt432,Principal road,2668359,1255990,AG,4048,2015,4,April,Friday,16.0
139349,139349,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2592677,1245780,JU,6711,2018,10,October,Monday,16.0
164809,164809,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2625462,1231453,BE,321,2020,4,April,Saturday,10.0
38691,38691,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2503121,1120068,GE,6617,2013,2,February,Monday,10.0
110230,110230,at0,Accident with skidding or self-accident,as1,Accident with fatalities,False,False,True,rt433,Minor road,2647374,1178563,BE,592,2017,3,March,Friday,22.0
132026,132026,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2585746,1221433,BE,371,2018,6,June,Friday,0.0
147520,147520,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt439,Other,2672655,1256704,ZH,94,2019,4,April,Wednesday,12.0
171782,171782,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2648318,1212065,LU,1107,2020,8,August,Monday,15.0
43578,43578,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,True,False,rt433,Minor road,2695428,1244441,ZH,198,2013,6,June,Saturday,15.0
102063,102063,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2499884,1115704,GE,6608,2016,9,September,Saturday,15.0
148785,148785,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2703927,1114036,TI,5113,2019,5,May,Friday,22.0
201322,201322,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2682286,1213043,SZ,1362,2022,5,May,Monday,6.0
57806,57806,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2636217,1240282,AG,4280,2014,3,March,Saturday,10.0
74205,74205,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2579283,1181582,FR,2216,2015,2,February,Saturday,13.0
23266,23266,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt433,Minor road,2685716,1253507,ZH,66,2012,4,April,Monday,7.0
212862,212862,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt430,Motorway,2681330,1244244,ZH,261,2022,11,November,Tuesday,8.0
213614,213614,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2683030,1248015,ZH,261,2022,12,December,Friday,9.0
4582,4582,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2683527,1252008,ZH,261,2011,4,April,Saturday,22.0
36481,36481,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2613168,1266705,BS,2701,2012,12,December,Tuesday,12.0
22848,22848,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2619974,1173594,BE,938,2012,4,April,Wednesday,6.0
102968,102968,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2673357,1176481,BE,784,2016,9,September,Saturday,16.0
78661,78661,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2601235,1234178,SO,2430,2015,5,May,Friday,15.0
205784,205784,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2612188,1213856,BE,412,2022,7,July,Friday,6.0
96624,96624,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2615632,1177239,BE,929,2016,6,June,Thursday,9.0
16558,16558,at3,Accident when turning left or right,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2613096,1178210,BE,942,2011,11,November,Thursday,17.0
32410,32410,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2718899,1095659,TI,5192,2012,9,September,Friday,8.0
163667,163667,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2683281,1250308,ZH,261,2020,3,March,Monday,19.0
4073,4073,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2538728,1181428,VD,5938,2011,4,April,Friday,14.0
2473,2473,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,True,False,rt432,Principal road,2548235,1192152,NE,6417,2011,3,March,Tuesday,12.0
50922,50922,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2682692,1244306,ZH,261,2013,10,October,Monday,18.0
107066,107066,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2645739,1245863,AG,4013,2016,12,December,Monday,14.0
13699,13699,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2536984,1154605,VD,5586,2011,9,September,Monday,21.0
147459,147459,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2707988,1227905,SZ,1344,2019,4,April,Tuesday,6.0
62372,62372,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2623093,1258961,BL,2829,2014,6,June,Monday,19.0
15631,15631,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2747647,1256686,SG,3203,2011,10,October,Sunday,17.0
42287,42287,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2529998,1162166,VD,5495,2013,5,May,Tuesday,18.0
4805,4805,at2,Accident with rear-end collision,as3,Accident with light injuries,False,True,False,rt433,Minor road,2634799,1244518,SO,2581,2011,4,April,Wednesday,17.0
198339,198339,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2610653,1201657,BE,359,2022,3,March,Saturday,17.0
118754,118754,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2769610,1136626,GR,3792,2017,8,August,Thursday,11.0
121121,121121,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,True,False,rt433,Minor road,2656942,1235000,AG,4141,2017,9,September,Thursday,7.0
106551,106551,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt430,Motorway,2675998,1226635,ZG,1702,2016,12,December,Thursday,14.0
111194,111194,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2603103,1203540,BE,362,2017,3,March,Thursday,18.0
146329,146329,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2617320,1231939,BE,995,2019,3,March,Saturday,10.0
3523,3523,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2599200,1199677,BE,351,2011,3,March,Thursday,14.0
118134,118134,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2604410,1193779,BE,861,2017,8,August,Thursday,19.0
103505,103505,at8,Accident involving pedestrian(s),as1,Accident with fatalities,True,False,False,rt433,Minor road,2585856,1219577,BE,371,2016,9,September,Wednesday,7.0
203288,203288,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2692617,1248705,ZH,199,2022,6,June,Wednesday,7.0
65355,65355,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2599424,1200125,BE,351,2014,8,August,Wednesday,12.0
150754,150754,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,False,rt430,Motorway,2534405,1153011,VD,5627,2019,6,June,Friday,16.0
45236,45236,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2689238,1254636,ZH,52,2013,7,July,Friday,8.0
31523,31523,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2675028,1227940,ZG,1702,2012,9,September,Thursday,19.0
45455,45455,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2661911,1195459,OW,1407,2013,7,July,Monday,14.0
120729,120729,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2688866,1205366,SZ,1364,2017,9,September,Thursday,14.0
207252,207252,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2608312,1194325,BE,623,2022,8,August,Thursday,9.0
4122,4122,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2679877,1248942,ZH,261,2011,4,April,Friday,20.0
9478,9478,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2563424,1126356,VD,5409,2011,7,July,Wednesday,22.0
147633,147633,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,True,rt432,Principal road,2661701,1256766,AG,4024,2019,4,April,Saturday,12.0
153091,153091,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2681306,1225440,ZG,1711,2019,7,July,Saturday,13.0
110140,110140,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2585415,1220200,BE,371,2017,3,March,Thursday,8.0
196502,196502,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2561287,1204782,NE,6458,2022,1,January,Saturday,15.0
40001,40001,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2663952,1250632,AG,4077,2013,3,March,Thursday,16.0
161683,161683,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt433,Minor road,2682980,1248212,ZH,261,2020,1,January,Monday,10.0
97624,97624,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2678784,1259505,ZH,90,2016,6,June,Wednesday,7.0
119632,119632,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2668768,1211499,LU,1061,2017,8,August,Wednesday,22.0
171947,171947,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,True,False,rt433,Minor road,2652278,1216963,LU,1098,2020,8,August,Thursday,12.0
102311,102311,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2556690,1202079,NE,6416,2016,9,September,Wednesday,22.0
195193,195193,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2683408,1261241,ZH,72,2021,12,December,Wednesday,18.0
